Company,rating,reviewer,review_text
HomeLane,4,Manjiri Dalvi,"I would like to appreciate Shweta for her exceptional support and customer-centric approach while helping resolve a long-pending and complex refund case. She demonstrated strong ownership throughout the process, proactively coordinating with multiple stakeholders and ensuring consistent follow-ups until the issue was addressed.

She remained empathetic, patient, and professional in all customer interactions, helping manage expectations while maintaining transparency. Her ability to navigate escalations, provide timely updates, and work collaboratively with internal teams played a crucial role in driving the case towards closure.

Her efforts not only helped resolve a stuck refund but also reinforced the customer's trust in the organization."
HomeLane,5,Dinesh Singh Deswal,"It was great experience taking services with Homelane. From initial design stages till handover, every one was very attentive and helps in closing query at right time. I would like to thank Designer Shivangi and PM Ibadat for the great efforts they put in my project.
Highly recommended for the interior work."
HomeLane,5,DAYA KRISHNA SATI,Very nice experience with home lane & excellent after sales service 👍🥳😎
HomeLane,5,Devi Dayal Rustagi,
HomeLane,4,divya tewari,"We recently completed the interiors of our new home with HomeLane in Gurgaon. While every project has its share of challenges, the team stayed responsive, worked through the issues, and ensured things were resolved to our satisfaction.

A special mention to the project team led by Abhishek and Sanchit for their patience, professionalism, and commitment throughout the journey. Happy to finally see our home come together the way we envisioned it."
HomeLane,4,Amit j,"Awesome team, u need to be very specific for the right assessment n results,"
HomeLane,5,Dhruv Singh,Looks good for work
HomeLane,1,Sachin Shekhar,"I recently availed the interior renovation services of Homelane, Gurgaon Branch (Sector 66), and I would like to share my experience with the company.
This is the worse company to get your home design because they are unprofessional and don’t know any designing skills. I spend 8 lakhs in my flat but they design like 3rd class and also the designer(Manisha) told me so may thing while processing the design things and then when it comes to deliver then she was unavailable and enjoying their leaves.
However, they promised me to deliver the project on time but it was already delayed.
They did lot of mistake and I don’t want to recommend any one to avail HomeLane service as it is headache if you choose it.
I recommend you to avoid or ignore their service because they are not professional and fooling you and I am the one who faced this issue.
They took the masking and measurement but still they sent the oversizes component, you can thanks to the designer(Manisha) because she was out of world and she knows everything except designing.
I have so many issue within 4 months of their installation, like my wardrobe slider is not working, drawer handle came out to my hand while opening it and one of drawer is not closing.
When you try to call all members of my project then they don’t answer.
If you raise a calk to their support team they will ask you to pay 499 rupees to visit the technician so why it is a 10 years of warranty if we need to pay for every visit.

Overall, I am  unsatisfied with the outcome of my project and would definitely not recommend their services to anyone.

Thank you."
HomeLane,5,MOHAMMAD SAHIL,Very good coctector very good work very good time line very good work finish
HomeLane,5,Sachin kanaujia,
HomeLane,5,Rajnish Roy (Lovedpassion),
HomeLane,4,nandita bhir,"This is a shout out for shweta, our customer service specialist at homelane.
She did a wonderful job coordinating with the entire design team and us as clients because of which the delays in the project were actually minimised, and it started to take shape.
She's very polite calm and dealt well with the situation in hand, she was quick to address it as soon as the concern was reported to her.

Kudos shweta!!"
HomeLane,1,Rahul Bharadia,"False commitment on timeline, poor budget estimates, delayed response, no customization!

This is worst than a local contractor - they will give you wrong timeline at every step to take payment, the budget estimate at time of payment will be basis basic material, the products/ designs they have are non customizable as per needs/ site, the team after all goof ups just says we can not do anything - central team is not replying or put in on other teams internally, no one will take ownership - Right from customer relationship team to design team.

The only thing that went right at the end was the project management team - more close to reality, helps you with all sort of ways to get the project going - only reason that kept me going with the project & end it other than the money they had charged me as booking amount before the goof ups.

Will never recommend to go with them for home interiors where you need customizations & strong commitments."
HomeLane,5,Rahul Sharma,"I would like to share my experience with Mr. Tausif Raja, Designer at HomeLane Interior, Gurugram (Sector 66) for our project “Sudha Devi”.

My experience working with him has been excellent. Tausif is extremely professional, helpful, and dedicated to his work. Throughout the Sudha Devi project, he supported me in every possible way and guided me whenever needed.

The best thing about him is his availability and commitment. Even on his off days, he answered my calls and helped resolve my queries. This shows how serious and responsible he is towards his clients.

He is also very soft-spoken, polite, and cooperative, which makes communication very easy and comfortable. He patiently listened to all my requirements and provided the best possible suggestions accordingly.

It is rare to find such a supportive and committed designer. I truly appreciate his effort and highly recommend Tausif Raja and HomeLane Interior to anyone looking for reliable and professional interior design services.

Thank you for the great support and service on the Sudha Devi project."
HomeLane,1,Md sanulla Alam,
HomeLane,5,Teena Sharma,"Great experience at the HomeLane store in Gurgaon! The showroom is beautifully designed with modern and practical setups. The staff are friendly, professional, and really take the time to understand your needs. Their 3D design support and customization options make it easy to visualize your dream home. Overall, a very smooth and impressive experience."
HomeLane,5,Tarun Sharma,"I had a great experience with them. The staff was very professional and handled all my queries efficiently. They explained everything clearly, and the timeline was met exactly as promised. I would highly recommend this place."
HomeLane,5,Vivek Thakur,"Great experience with HomeLane. The design process was smooth, the team was professional, and the final outcome looked beautiful and well-finished. Very happy with how everything turned out. 😊"
HomeLane,5,Jasraj Kaur Nanra,"We had a great experience with HomeLane. The kitchen and bedroom interiors look modern, elegant, and very well finished. The team was professional and delivered exactly what we had envisioned."
HomeLane,5,Yash Pandita,Pricing was transparent from the beginning and the team explained everything clearly.
HomeLane,5,Bhupender Pratap Singh,"I would like to take a moment to appreciate the support provided by Shweta and Vasundhara during my recent experience. Despite some initial challenges with the design team, they stepped in with complete ownership and handled the situation with great professionalism.

Vasundhara and Shweta patiently understood my concerns, maintained transparent communication throughout, and ensured consistent follow-ups until the issue was resolved. Thanks to their dedication and proactive approach, my refund was processed smoothly without further delays.

It’s always reassuring to see professionals who truly prioritize customer experience. Kudos to Shweta and Vasundhara for demonstrating such commitment and excellent customer service."
HomeLane,5,Saurabh Kumar,"I recently got an opportunity to integrate  for interiors of my House with HomeLane.

Choosing HomeLane for our home interiors turned out to be one of the best decisions we made. What they delivered was not just furniture and designs, but a home that feels warm, welcoming, and truly ours. Every corner now reflects our personality, and that feeling is simply priceless.

A big thank you to  Abhishek Dubydi, Aman Roy and Sanchit Sood, from the Execution team , who managed everything with great patience and responsibility. He was always approachable, quick to resolve concerns, and ensured the entire journey remained smooth and stress-free.

Special appreciation to Abhishek Dubeydi our project manager for overseeing the on-site execution so meticulously. The finishing, alignment, and attention to detail clearly show the dedication and care he and his team put into their work.

Our designer Priyanka perfectly understood our vision and transformed our ideas into reality. She created a space that is both elegant and highly functional exactly what we had imagined for our home.

And finally, Illham from the QC team carried out a thorough quality check to make sure everything met the highest standards. That extra level of inspection gave us complete confidence in the final finish.

It’s rare to find a team that works with such professionalism, commitment, and heart. They didn’t just complete a project they helped us create our dream home. I would wholeheartedly recommend them to anyone looking for interiors done with care and quality.
Thank you for making our dream come true!"
HomeLane,5,Palak Srivastava,"Had a great time with Ibadat and Vanshika there, they provided detailed explanation of the different available options for wardrobe."
HomeLane,5,Raveesh Dhingra,"Despite the initial challenges, Shweta extended exceptional support throughout the entire process. She took the time to patiently understand my concerns, maintained complete transparency in communication, and demonstrated true ownership of the situation.

Her proactive follow-ups, consistent updates, and unwavering dedication ensured that my refund was processed smoothly and without any further delays. Shweta truly exemplifies professionalism, accountability, and outstanding customer service. Her commitment to resolving the issue is genuinely commendable and deeply appreciated"
HomeLane,5,Dev Chauhan,"Had a great experience with HomeLane. The work quality was excellent, and the designer was knowledgeable, responsive, and easy to work with. Everything was handled professionally."
HomeLane,5,ankur tyagi,"Loved the overall experience with HomeLane. The quality of work was great, and the designer was very professional, patient, and helpful throughout the process. Smooth execution and timely delivery. Highly recommended!"
HomeLane,5,Solanki Pooja,"I Miss Pooja, wife of Mr Manoj recently took services from home
And wanted to share my experience .
Abhishek was appointed as the project manager and under the guidance  of Mr Sanchit Installation Manager , project the work was completed as per my expectations and I am very much satisfied with the servics.

Abhishek helped me with work beyond his scope and was very helpful during the project tenure .

Shweta from the customer service was always there to help whenever required.

I would definitely recommend Homelane for a friendly culture and helping nature of the employee."
HomeLane,5,Yuvika Rathore,
HomeLane,5,rakesh dhindhwal,
HomeLane,5,Vivek Mehra,"I recently availed the interior renovation services of HomeLane’s Gurgaon branch (Sector 66) and would like to share my experience.

The team is well-structured and efficiently organized across various verticals, including design, execution, and customer experience. The design phase was smooth and well-managed, with detailed 2D and 3D presentations that clearly explained every aspect of the project. All site measurements were carefully cross-verified to ensure accuracy and eliminate any feasibility concerns."
HomeLane,5,Mehak Khan,"Overall, the experience was good. The staff is supportive, and the experienced designers explained everything in detail and provided clear guidance."
HomeLane,1,Hardik Bhatia,"I paid ₹25,000 to HomeLane for interior design services on 31st January 2026. I was verbally told this amount is refundable.
What I got: Nothing. No site measurement. No design. No 3D. Zero.
What happened when I asked for refund:
Three different people gave three different excuses:
∙	Jaykant Shukla said it’s a “booking amount”
∙	Himanshu Batra (Branch Manager) said “measurements taken internally”
∙	Sagar Taneja said it’s “non-refundable Lux consultation fee”
The story kept changing.
The truth:
∙	Their own Process Document says: “Before Site Measurement → 100% refund”
∙	Site measurement was never done
∙	Sagar Taneja admitted on WhatsApp: “I accept that sharing Lux brochure was miss” - meaning the terms were never shown before payment
∙	I never signed any document agreeing to non-refundable terms
Current status:
∙	Filed complaint with National Consumer Helpline (Docket: 8651476)
∙	HomeLane has already lost similar cases in Consumer Court
My advice: Don’t pay anything to HomeLane. They take your money, deliver nothing, then make excuses. Same pattern on Trustpilot, MouthShut, and ConsumerComplaints.
I have full WhatsApp screenshots as proof.
Avoid HomeLane."
HomeLane,5,Meenakshi Kashyap,
HomeLane,2,Mitali Saluja,"I got my kitchen in dwarka, delhi made by them. Pathetic experience. Attitude and high headedness of the staff is one thing, the quality of job is also poor. They could not make handleless kitchen. The soft close shutters are not closing by themselves . They use their own company made channels and tandems but promised hettich. Complete waste of time and money with lifetime stress."
HomeLane,4,Vipul Goyal,
HomeLane,1,Work,
HomeLane,5,Manoj Sagar,Gurgaon
HomeLane,5,amit sutar,"I had a great experience with HomeLane Gurgaon for my first home interiors. The design process was smooth, well explained, and the 2D/3D visuals helped me clearly visualize the final outcome.

Execution was seamless and completed within the promised timeline with excellent finishing. A special thanks to Abhishek Dubeydi for his professionalism, regular updates, and positive approach, and to Sanchit and Vasundhara for ensuring proper validation and execution. Appreciate Shweta (Customer Experience) and Ilham (QC) for their prompt support and quality checks.

Last but not least, thanks to Himanshu from the Sales team—every commitment made by him was truly delivered by the team.

Overall, a stress-free and satisfying journey. HomeLane will definitely be my first choice for future work."
HomeLane,5,Shubham Sahgal,"I would like to take a moment to appreciate Shweta for her genuine support during our house renovation. There was a referral amount that was due from the company, and Shweta went out of her way to help us with the same.

She was proactive, transparent, and extremely supportive throughout the process, ensuring that the matter was resolved smoothly. Her willingness to help during an already stressful renovation phase truly made a difference for us.

Team members like Shweta reflect true professionalism and empathy. We are very thankful for her support."
HomeLane,5,Neha Madaan,"overall experience smooth. interior designer professional, project manager efficient."
HomeLane,1,Anurag,"I booked interior services with homelane around Mar 2025. When I started discussions with them around designing, I was the one consistently providing designs. They were unable to accomodate my requirement with the furniture, citing ""This is the standard size, our software doesn't allow it. We can make it custom but you won't get any warranty on that"". Had they made this clear while booking itself I wouldn't have gone ahead with booking. At the time of booking they push you to pay booking amount and do a booking without explaining any of these things.

I did not want to go ahead due to this and opted for refund. Instead they agreed to purchase something from their homelane store for equivalent amount. Their whole team is so unprofessional that they don't even bother to give replies back to customer, neither they pick your calls. Thei whatsapp group is useless. I shared my purchase requirements from their store a week ago, still no update on that. As per them it takes around a month to deliver the products, like seriously?

I am utterly disappointed with the services of homelane, their professionalism explains their poor ratings on mouthshut"
HomeLane,1,chavika vasdev,
HomeLane,5,pawan jaykr,"Great work
Current design trends in Delhi focus on creating stylish and emotionally resonant spaces. Popular approaches include biophilic design, which integrates natural elements like light and plants, and midimalism, a warm, balanced style. Fusion style, which blends modern layouts with traditional Indian elements, is also prevalent."
HomeLane,5,Aditya Singh Chauhan,"Excellent designers are easy to talk to, offer useful suggestions, and involve clients throughout the process, making it enjoyable. Thankyou homelane"
HomeLane,1,Gaurav Beniwal,"I availed their services and, unfortunately, experienced a complete lack of professionalism. There was no sense of ownership or accountability. They were quick to take advance payments by attracting customers with lucrative offers and big promises, but the real issues began once the project kicked off.

If you are someone who can constantly chase, follow up, and escalate just to get work done, then HomeLane might work for you. In my case, I had to repeatedly escalate matters to the leadership team to see any progress.

Their involvement seems limited to manufacturing and selling wood-based products, with most other services being outsourced. Throughout my project, four different designers were assigned, all of whom left the company within a span of six months, leading to repeated disruptions and inconsistency.

I strongly advise prospective customers to be cautious and think carefully before investing their hard-earned money in what can easily turn into a stressful and uncertain experience."
HomeLane,5,silence lover. k.,"I am on cloud nine after seeing the work done. When I met them for the first time, I was a little confused about the design and all. But the proactive project manager has handled everything quite nicely from day 1. She is so professional and committed."
HomeLane,5,Usman Khan,"Initially, I was a little perplexed, but now I can say that they know how to keep promises and commitments. They finished the project within the given timeline. The designs are also eye-pleasing."
HomeLane,5,Sameep Mishra,"Had a great experience with HomeLane. The team was professional, responsive, and very transparent throughout the process. The design was exactly as per my expectations, and the execution quality was excellent. Highly recommend HomeLane for anyone looking for quality interiors."
HomeLane,5,Vinod Gound,
HomeLane,1,Inderjeet Dhingra,Staff is very unprofessional here. No one listen to you once you pay the booking amount. My project is stuck but no one is listening.
HomeLane,1,AMAZING INCREDIBLE,Not on time service
HomeLane,5,Shobhit Agarwal,Professional and polite staff. Work is completed to the customer's satisfaction.
HomeLane,5,Humayunkobir Wahedi,Nice
HomeLane,5,Hanan Nabi,Nice
HomeLane,5,atul yadav,
HomeLane,5,Waseem khan,
HomeLane,5,Alon Rajput,Sapna designed my living and dining spaces beautifully she listened to all my ideas patiently delivery was on schedule and team did a clean handover
HomeLane,1,Pragya Trivedi,Highly unprofessional company and they do-not provide good quality work. Donot waste your money here.
HomeLane,5,Bhim army press Deepak Chaudhary,Manshi our designer had amazing ideas for the kitchen island and storage i loved her suggestions final look exceeded my expectations smooth delivery no stress
HomeLane,1,Nikhil Gupta,"Entitled and inhuman genZ sales people. Would never recommend their service.
Very indecent behaviour, by Mukund"
HomeLane,5,Hamza Khan,Astha guided us for modular kitchen setup everything delivered in time loved how the handover was clean and smooth the VR meet helped us visualise perfectly
HomeLane,5,Om Bhardwaj,Hrishita designed my living and dining area its perfect for family gatherings she was very patient with my multiple changes delivery was smooth and clean cant be happier from Home Lane were neat. Handle fixed in minutes.
HomeLane,5,Mayank Sharma_747,Home lane team did such a good job my puja and living area came out exactly like i wanted the handover was clean and everything works as planned
HomeLane,5,DRX SHAHID ABBAS,Praveen understood my style very well and suggested layouts that worked for my small space i liked how simple yet elegant the design looks and delivery was on time
HomeLane,5,Monu Saxena,Praveen understood my style very well and suggested layouts that worked for my small space i liked how simple yet elegant the design looks and delivery was on time
HomeLane,5,Shivam Goswami,Muklit made the whole process feel so personal he checked in at every stage and our bedroom and wardrobe designs came out just perfect cant thank him enough
HomeLane,5,Bhupendra Singh,
HomeLane,5,Alok Bharduwaj,Home lane provided thorough service friendly designers transparent pricing and quick responses 45 day delivery and good warranty makes this a dependable choice for home interiors
HomeLane,5,Harsh Varshney,HomeLane made our full home interiors so easy Praveen guided us well and the 3d meet helped me imagine everything loved the handover very smooth
HomeLane,5,Harsh Goswami,Kushagra and Hrishita assisted us for kitchen and bedroom design we had 45 day timeline met perfectly and handover was smooth we had first dinner in our new kitchen
HomeLane,5,Rijul Agrawal,Sagar Taneja from Homelane helped us with our wardrobes and living room setup very happy with the delivery on time everything came as discussed
HomeLane,5,Rishabh Varshney,We had Astha as our designer she was patient and suggested layouts for kitchen and puja area i really liked how transparent everything was final handover was clean
HomeLane,5,Abhijit Kumar,
HomeLane,5,Shubha Nagar,"I am very Impressed with the work done by the Project Manager Mr. Ibadat Hasan. Although there were massive issues in the design phase (caused by inexperienced designer Shivani), the installation stage went smoothly courtesy Ibadat’s proactive involvement and commitment."
HomeLane,5,Divya Singh,Vasundhara at the Gurugram studio helped us shortlist theme options in just one meeting. I liked that every cost detail was shared upfront no surprise at the end. Totally worth it
HomeLane,5,__raftaar__03__,Praveen suggested shifting our crockery unit to free up dining space and it was the best call. Homelane team managed everything end to end we didn’t have to chase anyon
HomeLane,5,Shailendar Mishra,Good experience overall with Home Lane Gurugram. Hrishita was very helpful with design ideas and site visits. There was a 2 day delay on final polish but result is really nice so no complaints
HomeLane,5,Aftab Ansari,Wardrobes from Homelane fit perfectly. Work paused for a weekend.
HomeLane,5,bhakti hr,"I would like to take a moment to sincerely appreciate the entire team at HomeLane for making this journey smooth and memorable.

Shivani– Your creativity and attention to detail in the design elements have truly brought our vision to life. The aesthetics and functionality you blended into the design are commendable.

Astha– Your guidance and leadership behind the scenes have been invaluable. It’s evident that your support and direction have empowered the team to deliver such exceptional results. Thank you for ensuring that the design and execution were aligned so beautifully.

Nandan– Thank you for your excellent project management. Your consistent follow-ups, clear updates, and problem-solving ensured that everything stayed on track without stress.

Himanshu– Your overall coordination and commitment to ensuring that every single element was closed seamlessly made the entire experience hassle-free. Your proactive approach and ownership stood out.

A heartfelt thanks to all of you for your professionalism, dedication, and teamwork. You’ve turned what could have been a complex process into a truly delightful experience."
HomeLane,5,Atif Malik,We chose Homelane after visiting 3 other studios. Hrishita planned our living + dining so nicely it looks spacious now. One day delay because of Diwali holiday but all done well
HomeLane,5,Fardeen Khan,KOpal planned our bedroom with additional low-height storage. Looks so pretty and functional. Small glitch with mirror delivery but resolved next day. Couldn't be happier with the team
HomeLane,5,Nandlal,"Home is like emotions. I recently got my interiors done from Homelane and I’m really happy with the overall experience and the outcomes. The team was very professional, the designs were exactly as promised and the project was completed within the timeline. The quality of materials and finishing was excellent. Highly recommended for your customised dream home interiors!"
HomeLane,5,Saurav Pandey,"I had a great experience working with Homelane Gurgaon for my Shobha City project. From the initial consultation to the final execution, everything was handled with professionalism and attention to detail.

A special thanks to Sales Manager Shivam, who was extremely helpful, transparent, and guided me throughout the process with patience and clarity. His proactive communication made the entire journey smooth and stress-free.

I would also like to extend my heartfelt thanks to Designer Manshi, whose creative vision and design expertise truly brought the space to life. She understood my preferences perfectly and offered practical yet stylish solutions that matched my taste and budget.

Overall, I’m very satisfied with the outcome and would highly recommend Homelane Gurgaon to anyone looking for a hassle-free interior design experience. Keep up the great work!"
HomeLane,5,Bhadoriya Bhadoriya,"I recently got my interiors done through Homelane, and I must say the experience has been absolutely fantastic! They delivered exactly what they promised, both in terms of design and execution. The sales team deserves special mention – they were always reachable, guided me patiently throughout the process, and stepped in promptly whenever there was a need for solutions. From the initial design stage to the final execution, everything was seamless. Overall, Homelane provided an outstanding experience, and I couldn’t be happier with my home’s transformation. Highly recommended!"
HomeLane,5,Ayush Tiwari,"I had a really good experience with Homelane Interiors – Gurgaon Branch for my flat in Joyville. The process was smooth from start to finish.

Special thanks to Sales Manager Shivam and his team – they were helpful, responsive, and easy to work with. Shivam explained everything clearly and guided us throughout the project. The team was also professional and made sure the work was done on time.

The final result turned out well, and I’m happy with the quality and finish. Overall, it was a positive experience, and I would recommend Homelane Gurgaon to others looking for home interior solutions."
HomeLane,5,Neha Mehta,"I had an excellent experience working with this team. They are highly professional, always kept their commitments, and delivered exactly what they promised. The designs were not only beautiful but also practical, making my home feel both stylish and functional."
HomeLane,1,Vikas Agarwal,"BEST EXPERIENCE TILL YOU PAY MONEY, WORST AS SOON AS YOU PAY IT.
Our experience with Homelane, Gurugram sector 66 Folks has been nothing short of Pathetic.
We hired Homelane thinking it will be one stop shop, even though a bit costly our agenda was piece of mind, but boy was it opposite.
In the design phase, it was us who were designing their designer just made a basic template with wardrobes and then it all left to us to help with design.. That's fine part not even a problem. Problem started afterwards.
Our scope of work was both wooden and civil, Homelane convinced us that since woodwork design is final, let's give that order a go ahead and take civil later, then once the civil order was discussed in the first meeting itself the cost was more than twice then the initial estimate provided. When we told like this is too much and we'll need to look into other options, the answer was sure go ahead. We realised that was the whole agenda, get the profitable woodwork contract and then to hell with civil.
No worries, we hired another civil guy and he worked on it.
then comes execution of Homelane, another pathetic thing. I had to personally oversee everything. There were so many idiotic things that I can't even capture in a single review:
1. They won't work if some other contractor is working, our kitchen tiles were being installed, homelane said they won't be able to install wardrobes in Room if someone else is working. Yes, completely unrelated space still they made us stop that.
2. Workers so ignorant they don't care about anything else but only what is written in specification sheet even when the designer would have made a terrible mistake
3. I hired external vendors to clear up those messes.
5. Day before the Grah Pravesh Pooja, they were supposed to get a deep cleaning done, starting morning they were saying we are arriving, we are arriving, then our vendor is not picking phone, then different vendor is hired, then he didn't show up. meanwhile at 6 in the evening I hired urban company, then at 8pm, their vendor came our doorstep and started cleaning. We got house half cleaned with them so that atleast the Pooja could be done next morning.
4. There is so much more to be covered in this review, can't cover all.

Finally, in the design phase of wardrobes, we mentioned we need strip lights installed in the wardrobes, they charged around 30 thousand for it which we paid upfront.
When the execution time came, their installers told, there is no strip cut in wood so can't be installed. We spoke with designer who worked on it, they were behaving like a brand new information is provided to them.
Even if we ignore all the things done which made our movement to our first home feel like hell, we asked for refund and compensation, which we were assured we will be provided in a month time, now 4 months have passed while I'm writing this review and no refund is processed, let alone compensation."
HomeLane,5,Mahendra Gupta,Muklit kept us updated every step via WhatsApp and app. Kitchen finish is neat and I like that they gave 10 year warranty too. Slight delay on one light fixture delivery but that’s fine
HomeLane,5,Arun Singh,Kitchen interiors from Homelane match our taste. Delay due to vendor scheduling.
HomeLane,5,Neeraj Yadav,Wardrobes from Home Lane were neat. Handle fixed in minutes.
HomeLane,5,Manju Chaudhry,Kitchen was done on time except for a short delay during rains.
HomeLane,5,salila sahoo,
HomeLane,5,mohit yadav,नीचे
HomeLane,1,Smita Mishra,They don't provide customisation as per clients requirement and don't value customer. Always says that for this you can go to carpenter for this task
HomeLane,5,Ravi Kumar,
HomeLane,5,Garvit Sachdeva,Location is easily accessible and good. Experience centre has all kinds of things displayed for better make up of mind.
HomeLane,5,Rizwan Deshmukh,HomeLane has a good process. Little slow at times but steady work. No stress to coordinate with multiple people.
HomeLane,5,Vikram Bisht,Good office
HomeLane,3,Punk Player,experience was okay not great. some communication got missed still final output looked good but not sure I'd repeat the same journey.
HomeLane,3,yogesh agrawal,experience was okay not great. some communication got missed still final output looked good but not sure I'd repeat the same journey.
HomeLane,4,shashi csc,Design side was strong but the light vendor missed a delivery thankfully Astha and Muklit sorted it before handover so no major impact.
HomeLane,4,Vivaan Capital IMF,
HomeLane,5,Khushi Azad,Our dining and puja wall came out just like we imagined. thanks Hrishita for being so patient even when my mom had too many inputs lol
HomeLane,5,VICKY KUMAR,Initially we were confused between carpenter vs Homelane but later it was all clear very transparent pricing no hidden stuff
HomeLane,5,Vishnu Rajput,Got the keys back in 46 days minor delay but nothing serious. the finish on the tv unit is really sharp Sapna gave good ideas for that corner
HomeLane,5,Omveer Diwakar,Had a good experience overall they managed everything end to end. Muklit Singh kept us updated on every step and the final handover felt very neat.
HomeLane,5,chirag,Got our 3BHK done with Homelane and it was smoother than we expected. Praveen and Vasundhara made it super easy to take design calls even during office hours.
HomeLane,5,Jietdnr Kumar,Loved how Shivani handled our modular kitchen design with patience. there were so many finishes we got confused but she helped narrow it down without pushing anything.
HomeLane,1,Ravinder Kadiyan,
HomeLane,1,Gaurav Beniwal,"Very pathetic service at Homelane AIPL Centre, Gurgaon. They are in fast‑track mode only till your booking and first transaction are done. They promise 45‑day delivery but hide so many clauses. Designers, operations team, and vendors are not in‑house—only wood supply is theirs, rest is outsourced with no professionalism or quality.

Sales pitch fake urgency like “x% discount if you book in 2 days,” but I got the same offer even after 2 months. My project, promised in 2.5 months, was handed over after 5 months despite constant follow‑ups. Teams keep changing, so the person you talk to this month won’t be there next month. They also claim a refund guarantee, but only after you’ve spent at least ₹2 lakhs.
Many of their reviews are also fake, so be aware"
HomeLane,4,Sikhar Panthi,"We chose Homelane for our Sector 66 flat and are overall satisfied. Astha was very responsive and guided us well. However, we did feel that the choice of laminates could have been broader. These ppl don't just deliver and disappear. That felt nice"
HomeLane,5,Rohit Rajput,
HomeLane,5,Barlin,Our Homelane journey started with a casual visit to their studio in Gurugram and ended with us feeling at home in our new 3bhk. Manshi gave us multiple layout options and updates. We loved the regular photo updates on the app!!
HomeLane,5,Monish Khan,"Happy with our experience with Home lane. Vasundhara was always available for updates and check-ins. The finishes are exactly how we saw them in the VR preview. Overall, a hassle-free and pleasant experience."
HomeLane,5,Nishant Srivastava,"I had a wonderful experience with HomeLane Interiors for my home project. From start to finish, everything was handled smoothly and professionally. They provided a fair and transparent pricing structure, which was a big plus compared to other options I had explored.

One of the best parts of the journey was the on-time delivery of the project, which is quite rare in this industry. A big thank you to our Sales Manager Shivam, who ensured everything stayed on track and kept us updated throughout. Also, a special mention to our designer Manshi, whose creative ideas, patience, and attention to detail truly brought our vision to life.

If you're looking for a hassle-free and reliable home interior experience, I would definitely recommend HomeLane!"
HomeLane,5,Nikhil Singh,What worked best for us was the transparency that Homelane offered. Designer Shivani also made sure we achieved the look we wanted on a budget. The bedroom colour theme was even altered smoothly last minute via Zoom!
HomeLane,5,Ubed khan,Got modular kitchen and wardrobes done by HomeLane on my friends suggestion. Happy with the work. Cost also affordable compared to others.
HomeLane,5,Anshika Singh,"Honestly, our kitchen has become the highlight of our home thanks to Homelane. We loved that they didn’t rush us and gave time. We did have a two-day pause during Diwali week, but they made up for it quickly. Kartik was super responsive"
HomeLane,2,professor sahil,
HomeLane,5,Sachin Katore,"First we chose HomeLane for a modular kitchen. After seeing the work, we also renovated our bedroom. Good service and reliable people."
HomeLane,5,Anuj Kaushik,
HomeLane,5,Shahebaz Shaikh,I Had a tight budget so they gave options in my range. My wardrobes and kitchen came out simple and solid.
HomeLane,5,Akshay Suryavanshi,We got HomeLane for our Row house interiors. Designs were awesome but more than that their service attitude was good.
HomeLane,5,Aman Gulati,Great society to live
HomeLane,5,Kishan Pal,Gangsara
HomeLane,5,Suresh wagh,"Loved the way HomLane team balanced design and functionality. Everything looks premium, beautiful and easy to use."
HomeLane,5,Sandeep Kumar,
HomeLane,5,Ganesh Panda,"From the first Zoom consultation till the final day of handover, everything felt smooth. The design team was patient, especially during our constant change of mind around wardrobe laminates. Seeing the layouts in VR helped us imagine things better. No hidden costs either—every detail was in the BOQ upfront."
HomeLane,5,patan syedvalli,Very good and nice
HomeLane,5,Issa Jattt !!,"We had a very clear idea about what we wanted, but we didn’t know how to execute it. HomeLane’s team really helped us bridge that gap. The designer gave us three layout options for our living room with a reading nook, and each one felt thoughtfully designed. We loved how she mixed our ideas with functional suggestions—like hidden storage below the window seat. The kitchen was handed over in just over 40 days, and it was completely move-in ready. We appreciated that they even helped coordinate with our electrician for some final tweaks. Smooth, well-managed, and truly worth it."
HomeLane,5,Ashok Kumar,"I loved how the Homelane team approached our compact 2BHK. They recommended a hybrid layout for our study nook, and it turned out amazing. The entire process, including civil work and modular setup, took 43 days. Slight delay due to a festival, but they kept us updated on WhatsApp. Solid stuff."
HomeLane,5,Sachin Kulat,"Kitchen renovation was my biggest worry but HomeLane made it so smooth. No mess, no tension. Just a few days and kitchen was ready"
HomeLane,5,Utkarsh Sharma,Great experience - was our second project with Homelane. Overall satisfied with the workmanship and material quality. Good project execution by PM Ibadat. Thanks!
HomeLane,5,Sahil Rana,
HomeLane,5,AYUSH Rawat,"I had a wonderful stay at home lane, Gurgaon The location was excellent, and my room was very comfortable and clean. The staff was friendly and helpful, making my stay even more enjoyable.
If you're confused, don’t be. I went back and forth for a week before choosing HomeLane. Happy I did – best choice for modern interiors. Big thanks to Sapna and Shivam!
Work quality is decent but for the price I expected better pace and coordination Not really for someone looking at affordable interiors
Disappointing experience with Homelane. Their customer service team are totally  unprofessional and showing a lack of accountability."
HomeLane,5,Amman Ali,"Non recommended. Trust me you will get headache everyday once you are in with Homelane."""
HomeLane,5,Prankur Chauhan Prankur Chauhan,"Nice service by HomeLane. After we paid the final amount, they followed up and made sure we were satisfied with the fittings and look."
HomeLane,1,Sujeet Sharma,
HomeLane,5,Pramod Mahamine,great job
HomeLane,3,Duli Chand Gupta,"Loved the design process, but there was a bit of a lag during the handover phase."
