Company,rating,reviewer,review_text,review_length,clean_text,processed_text,segment,topic,sentiment_score,sentiment_label,topic_name
HomeLane,5,Vivek Thakur,"Great experience with HomeLane. The design process was smooth, the team was professional, and the final outcome looked beautiful and well-finished. Very happy with how everything turned out. ð",195,great experience with homelane the design process was smooth the team was professional and the final outcome looked beautiful and well finished very happy with how everything turned out,great experience homelane design process smooth team professional final outcome look beautiful finish happy turn,Customer,0,0.9184,Positive,Design & Project Experience
HomeLane,5,Jasraj Kaur Nanra,"We had a great experience with HomeLane. The kitchen and bedroom interiors look modern, elegant, and very well finished. The team was professional and delivered exactly what we had envisioned.",192,we had a great experience with homelane the kitchen and bedroom interiors look modern elegant and very well finished the team was professional and delivered exactly what we had envisioned,great experience homelane kitchen bedroom interior look modern elegant finish team professional deliver exactly envision,Customer,0,0.8622,Positive,Design & Project Experience
HomeLane,5,Yash Pandita,Pricing was transparent from the beginning and the team explained everything clearly.,85,pricing was transparent from the beginning and the team explained everything clearly,pricing transparent beginning team explain clearly,General,1,0.4019,Positive,Customer Service & Support
HomeLane,5,Bhupender Pratap Singh,"I would like to take a moment to appreciate the support provided by Shweta and Vasundhara during my recent experience. Despite some initial challenges with the design team, they stepped in with complete ownership and handled the situation with great professionalism.

Vasundhara and Shweta patiently understood my concerns, maintained transparent communication throughout, and ensured consistent follow-ups until the issue was resolved. Thanks to their dedication and proactive approach, my refund was processed smoothly without further delays.

Itâs always reassuring to see professionals who truly prioritize customer experience. Kudos to Shweta and Vasundhara for demonstrating such commitment and excellent customer service.",730,i would like to take a moment to appreciate the support provided by shweta and vasundhara during my recent experience despite some initial challenges with the design team they stepped in with complete ownership and handled the situation with great professionalism vasundhara and shweta patiently understood my concerns maintained transparent communication throughout and ensured consistent follow ups until the issue was resolved thanks to their dedication and proactive approach my refund was processed smoothly without further delays it s always reassuring to see professionals who truly prioritize customer experience kudos to shweta and vasundhara for demonstrating such commitment and excellent customer service,like moment appreciate support provide shweta vasundhara recent experience despite initial challenge design team step complete ownership handle situation great professionalism vasundhara shweta patiently understand concern maintain transparent communication ensure consistent follow up issue resolve thank dedication proactive approach refund process smoothly delay reassure professional truly prioritize customer experience kudo shweta vasundhara demonstrate commitment excellent customer service,Customer,0,0.9854,Positive,Design & Project Experience
HomeLane,5,Saurabh Kumar,"I recently got an opportunity to integrate  for interiors of my House with HomeLane.

Choosing HomeLane for our home interiors turned out to be one of the best decisions we made. What they delivered was not just furniture and designs, but a home that feels warm, welcoming, and truly ours. Every corner now reflects our personality, and that feeling is simply priceless.

A big thank you to  Abhishek Dubydi, Aman Roy and Sanchit Sood, from the Execution team , who managed everything with great patience and responsibility. He was always approachable, quick to resolve concerns, and ensured the entire journey remained smooth and stress-free.

Special appreciation to Abhishek Dubeydi our project manager for overseeing the on-site execution so meticulously. The finishing, alignment, and attention to detail clearly show the dedication and care he and his team put into their work.

Our designer Priyanka perfectly understood our vision and transformed our ideas into reality. She created a space that is both elegant and highly functional exactly what we had imagined for our home.

And finally, Illham from the QC team carried out a thorough quality check to make sure everything met the highest standards. That extra level of inspection gave us complete confidence in the final finish.

Itâs rare to find a team that works with such professionalism, commitment, and heart. They didnât just complete a project they helped us create our dream home. I would wholeheartedly recommend them to anyone looking for interiors done with care and quality.
Thank you for making our dream come true!",1595,i recently got an opportunity to integrate for interiors of my house with homelane choosing homelane for our home interiors turned out to be one of the best decisions we made what they delivered was not just furniture and designs but a home that feels warm welcoming and truly ours every corner now reflects our personality and that feeling is simply priceless a big thank you to abhishek dubydi aman roy and sanchit sood from the execution team who managed everything with great patience and responsibility he was always approachable quick to resolve concerns and ensured the entire journey remained smooth and stress free special appreciation to abhishek dubeydi our project manager for overseeing the on site execution so meticulously the finishing alignment and attention to detail clearly show the dedication and care he and his team put into their work our designer priyanka perfectly understood our vision and transformed our ideas into reality she created a space that is both elegant and highly functional exactly what we had imagined for our home and finally illham from the qc team carried out a thorough quality check to make sure everything met the highest standards that extra level of inspection gave us complete confidence in the final finish it s rare to find a team that works with such professionalism commitment and heart they didn t just complete a project they helped us create our dream home i would wholeheartedly recommend them to anyone looking for interiors done with care and quality thank you for making our dream come true,recently get opportunity integrate interior house homelane choosing homelane home interior turn good decision deliver furniture design home feel warm welcoming truly corner reflect personality feeling simply priceless big thank abhishek dubydi aman roy sanchit sood execution team manage great patience responsibility approachable quick resolve concern ensure entire journey remain smooth stress free special appreciation abhishek dubeydi project manager oversee site execution meticulously finishing alignment attention detail clearly dedication care team work designer priyanka perfectly understand vision transform idea reality create space elegant highly functional exactly imagine home finally illham team carry thorough quality check sure meet high standard extra level inspection give complete confidence final finish rare find team work professionalism commitment heart didn complete project help create dream home wholeheartedly recommend look interior care quality thank make dream come true,Customer,0,0.9984,Positive,Design & Project Experience
HomeLane,5,Palak Srivastava,"Had a great time with Ibadat and Vanshika there, they provided detailed explanation of the different available options for wardrobe.",132,had a great time with ibadat and vanshika there they provided detailed explanation of the different available options for wardrobe,great time ibadat vanshika provide detailed explanation different available option wardrobe,Customer,0,0.6249,Positive,Design & Project Experience
HomeLane,5,Raveesh Dhingra,"Despite the initial challenges, Shweta extended exceptional support throughout the entire process. She took the time to patiently understand my concerns, maintained complete transparency in communication, and demonstrated true ownership of the situation.

Her proactive follow-ups, consistent updates, and unwavering dedication ensured that my refund was processed smoothly and without any further delays. Shweta truly exemplifies professionalism, accountability, and outstanding customer service. Her commitment to resolving the issue is genuinely commendable and deeply appreciated",583,despite the initial challenges shweta extended exceptional support throughout the entire process she took the time to patiently understand my concerns maintained complete transparency in communication and demonstrated true ownership of the situation her proactive follow ups consistent updates and unwavering dedication ensured that my refund was processed smoothly and without any further delays shweta truly exemplifies professionalism accountability and outstanding customer service her commitment to resolving the issue is genuinely commendable and deeply appreciated,despite initial challenge shweta extend exceptional support entire process take time patiently understand concern maintain complete transparency communication demonstrate true ownership situation proactive follow up consistent update unwavere dedication ensure refund process smoothly delay shweta truly exemplify professionalism accountability outstanding customer service commitment resolve issue genuinely commendable deeply appreciate,General,0,0.9721,Positive,Design & Project Experience
HomeLane,5,Dev Chauhan,"Had a great experience with HomeLane. The work quality was excellent, and the designer was knowledgeable, responsive, and easy to work with. Everything was handled professionally.",179,had a great experience with homelane the work quality was excellent and the designer was knowledgeable responsive and easy to work with everything was handled professionally,great experience homelane work quality excellent designer knowledgeable responsive easy work handle professionally,Customer,0,0.9217,Positive,Design & Project Experience
HomeLane,5,ankur tyagi,"Loved the overall experience with HomeLane. The quality of work was great, and the designer was very professional, patient, and helpful throughout the process. Smooth execution and timely delivery. Highly recommended!",217,loved the overall experience with homelane the quality of work was great and the designer was very professional patient and helpful throughout the process smooth execution and timely delivery highly recommended,love overall experience homelane quality work great designer professional patient helpful process smooth execution timely delivery highly recommend,Customer,0,0.9214,Positive,Design & Project Experience
HomeLane,5,Solanki Pooja,"I Miss Pooja, wife of Mr Manoj recently took services from home
And wanted to share my experience .
Abhishek was appointed as the project manager and under the guidance  of Mr Sanchit Installation Manager , project the work was completed as per my expectations and I am very much satisfied with the servics.

Abhishek helped me with work beyond his scope and was very helpful during the project tenure .

Shweta from the customer service was always there to help whenever required.

I would definitely recommend Homelane for a friendly culture and helping nature of the employee.",579,i miss pooja wife of mr manoj recently took services from home and wanted to share my experience abhishek was appointed as the project manager and under the guidance of mr sanchit installation manager project the work was completed as per my expectations and i am very much satisfied with the servics abhishek helped me with work beyond his scope and was very helpful during the project tenure shweta from the customer service was always there to help whenever required i would definitely recommend homelane for a friendly culture and helping nature of the employee,miss pooja wife manoj recently take service home want share experience abhishek appoint project manager guidance sanchit installation manager project work complete expectation satisfied servic abhishek help work scope helpful project tenure shweta customer service help require definitely recommend homelane friendly culture help nature employee,Customer,0,0.9588,Positive,Design & Project Experience
HomeLane,5,Vivek Mehra,"I recently availed the interior renovation services of HomeLaneâs Gurgaon branch (Sector 66) and would like to share my experience.

The team is well-structured and efficiently organized across various verticals, including design, execution, and customer experience. The design phase was smooth and well-managed, with detailed 2D and 3D presentations that clearly explained every aspect of the project. All site measurements were carefully cross-verified to ensure accuracy and eliminate any feasibility concerns.",515,i recently availed the interior renovation services of homelane s gurgaon branch sector and would like to share my experience the team is well structured and efficiently organized across various verticals including design execution and customer experience the design phase was smooth and well managed with detailed d and d presentations that clearly explained every aspect of the project all site measurements were carefully cross verified to ensure accuracy and eliminate any feasibility concerns,recently avail interior renovation service homelane gurgaon branch sector like share experience team structured efficiently organize vertical include design execution customer experience design phase smooth manage detailed presentation clearly explain aspect project site measurement carefully cross verify ensure accuracy eliminate feasibility concern,Customer,0,0.9042,Positive,Design & Project Experience
HomeLane,5,Mehak Khan,"Overall, the experience was good. The staff is supportive, and the experienced designers explained everything in detail and provided clear guidance.",148,overall the experience was good the staff is supportive and the experienced designers explained everything in detail and provided clear guidance,overall experience good staff supportive experienced designer explain detail provide clear guidance,Customer,0,0.7717,Positive,Design & Project Experience
HomeLane,1,Hardik Bhatia,"I paid â¹25,000 to HomeLane for interior design services on 31st January 2026. I was verbally told this amount is refundable.
What I got: Nothing. No site measurement. No design. No 3D. Zero.
What happened when I asked for refund:
Three different people gave three different excuses:
â	Jaykant Shukla said itâs a âbooking amountâ
â	Himanshu Batra (Branch Manager) said âmeasurements taken internallyâ
â	Sagar Taneja said itâs ânon-refundable Lux consultation feeâ
The story kept changing.
The truth:
â	Their own Process Document says: âBefore Site Measurement â 100% refundâ
â	Site measurement was never done
â	Sagar Taneja admitted on WhatsApp: âI accept that sharing Lux brochure was missâ - meaning the terms were never shown before payment
â	I never signed any document agreeing to non-refundable terms
Current status:
â	Filed complaint with National Consumer Helpline (Docket: 8651476)
â	HomeLane has already lost similar cases in Consumer Court
My advice: Donât pay anything to HomeLane. They take your money, deliver nothing, then make excuses. Same pattern on Trustpilot, MouthShut, and ConsumerComplaints.
I have full WhatsApp screenshots as proof.
Avoid HomeLane.",1220,i paid to homelane for interior design services on st january i was verbally told this amount is refundable what i got nothing no site measurement no design no d zero what happened when i asked for refund three different people gave three different excuses jaykant shukla said it s a booking amount himanshu batra branch manager said measurements taken internally sagar taneja said it s non refundable lux consultation fee the story kept changing the truth their own process document says before site measurement refund site measurement was never done sagar taneja admitted on whatsapp i accept that sharing lux brochure was miss meaning the terms were never shown before payment i never signed any document agreeing to non refundable terms current status filed complaint with national consumer helpline docket homelane has already lost similar cases in consumer court my advice don t pay anything to homelane they take your money deliver nothing then make excuses same pattern on trustpilot mouthshut and consumercomplaints i have full whatsapp screenshots as proof avoid homelane,pay homelane interior design service january verbally tell refundable get site measurement design zero happen ask refund different people give different excuse jaykant shukla say booking himanshu batra branch manager say measurement take internally sagar taneja say non refundable lux consultation fee story keep change truth process document say site measurement refund site measurement sagar taneja admit whatsapp accept sharing lux brochure miss mean term show payment sign document agree non refundable term current status file complaint national consumer helpline docket homelane lose similar case consumer court advice don pay homelane money deliver excuse pattern trustpilot mouthshut consumercomplaint whatsapp screenshot proof avoid homelane,Customer,0,0.6093,Positive,Design & Project Experience
HomeLane,2,Mitali Saluja,"I got my kitchen in dwarka, delhi made by them. Pathetic experience. Attitude and high headedness of the staff is one thing, the quality of job is also poor. They could not make handleless kitchen. The soft close shutters are not closing by themselves . They use their own company made channels and tandems but promised hettich. Complete waste of time and money with lifetime stress.",383,i got my kitchen in dwarka delhi made by them pathetic experience attitude and high headedness of the staff is one thing the quality of job is also poor they could not make handleless kitchen the soft close shutters are not closing by themselves they use their own company made channels and tandems but promised hettich complete waste of time and money with lifetime stress,get kitchen dwarka delhi pathetic experience attitude high headedness staff thing quality job poor handleless kitchen soft close shutter close use company channel tandem promise hettich complete waste time money lifetime stress,Customer,0,-0.8201,Negative,Design & Project Experience
HomeLane,5,Manoj Sagar,Gurgaon,7,gurgaon,gurgaon,General,0,0.0,Neutral,Design & Project Experience
HomeLane,5,amit sutar,"I had a great experience with HomeLane Gurgaon for my first home interiors. The design process was smooth, well explained, and the 2D/3D visuals helped me clearly visualize the final outcome.

Execution was seamless and completed within the promised timeline with excellent finishing. A special thanks to Abhishek Dubeydi for his professionalism, regular updates, and positive approach, and to Sanchit and Vasundhara for ensuring proper validation and execution. Appreciate Shweta (Customer Experience) and Ilham (QC) for their prompt support and quality checks.

Last but not least, thanks to Himanshu from the Sales teamâevery commitment made by him was truly delivered by the team.

Overall, a stress-free and satisfying journey. HomeLane will definitely be my first choice for future work.",795,i had a great experience with homelane gurgaon for my first home interiors the design process was smooth well explained and the d d visuals helped me clearly visualize the final outcome execution was seamless and completed within the promised timeline with excellent finishing a special thanks to abhishek dubeydi for his professionalism regular updates and positive approach and to sanchit and vasundhara for ensuring proper validation and execution appreciate shweta customer experience and ilham qc for their prompt support and quality checks last but not least thanks to himanshu from the sales team every commitment made by him was truly delivered by the team overall a stress free and satisfying journey homelane will definitely be my first choice for future work,great experience homelane gurgaon home interior design process smooth explain visual help clearly visualize final outcome execution seamless complete promise timeline excellent finish special thank abhishek dubeydi professionalism regular update positive approach sanchit vasundhara ensure proper validation execution appreciate shweta customer experience ilham prompt support quality check thank himanshu sale team commitment truly deliver team overall stress free satisfy journey homelane definitely choice future work,Customer,0,0.9858,Positive,Design & Project Experience
HomeLane,5,Shubham Sahgal,"I would like to take a moment to appreciate Shweta for her genuine support during our house renovation. There was a referral amount that was due from the company, and Shweta went out of her way to help us with the same.

She was proactive, transparent, and extremely supportive throughout the process, ensuring that the matter was resolved smoothly. Her willingness to help during an already stressful renovation phase truly made a difference for us.

Team members like Shweta reflect true professionalism and empathy. We are very thankful for her support.",556,i would like to take a moment to appreciate shweta for her genuine support during our house renovation there was a referral amount that was due from the company and shweta went out of her way to help us with the same she was proactive transparent and extremely supportive throughout the process ensuring that the matter was resolved smoothly her willingness to help during an already stressful renovation phase truly made a difference for us team members like shweta reflect true professionalism and empathy we are very thankful for her support,like moment appreciate shweta genuine support house renovation referral company shweta go way help proactive transparent extremely supportive process ensure matter resolve smoothly willingness help stressful renovation phase truly difference team member like shweta reflect true professionalism empathy thankful support,Partner,0,0.9851,Positive,Design & Project Experience
HomeLane,5,Neha Madaan,"overall experience smooth. interior designer professional, project manager efficient.",85,overall experience smooth interior designer professional project manager efficient,overall experience smooth interior designer professional project manager efficient,Customer,1,0.4215,Positive,Customer Service & Support
HomeLane,1,Anurag,"I booked interior services with homelane around Mar 2025. When I started discussions with them around designing, I was the one consistently providing designs. They were unable to accomodate my requirement with the furniture, citing ""This is the standard size, our software doesn't allow it. We can make it custom but you won't get any warranty on that"". Had they made this clear while booking itself I wouldn't have gone ahead with booking. At the time of booking they push you to pay booking amount and do a booking without explaining any of these things.

I did not want to go ahead due to this and opted for refund. Instead they agreed to purchase something from their homelane store for equivalent amount. Their whole team is so unprofessional that they don't even bother to give replies back to customer, neither they pick your calls. Thei whatsapp group is useless. I shared my purchase requirements from their store a week ago, still no update on that. As per them it takes around a month to deliver the products, like seriously?

I am utterly disappointed with the services of homelane, their professionalism explains their poor ratings on mouthshut",1157,i booked interior services with homelane around mar when i started discussions with them around designing i was the one consistently providing designs they were unable to accomodate my requirement with the furniture citing this is the standard size our software doesn t allow it we can make it custom but you won t get any warranty on that had they made this clear while booking itself i wouldn t have gone ahead with booking at the time of booking they push you to pay booking amount and do a booking without explaining any of these things i did not want to go ahead due to this and opted for refund instead they agreed to purchase something from their homelane store for equivalent amount their whole team is so unprofessional that they don t even bother to give replies back to customer neither they pick your calls thei whatsapp group is useless i shared my purchase requirements from their store a week ago still no update on that as per them it takes around a month to deliver the products like seriously i am utterly disappointed with the services of homelane their professionalism explains their poor ratings on mouthshut,book interior service homelane mar start discussion design consistently provide design unable accomodate requirement furniture cite standard size software doesn allow custom win warranty clear book wouldn go ahead booking time booking push pay booking booking explain thing want ahead opt refund instead agree purchase homelane store equivalent team unprofessional don bother reply customer pick call thei whatsapp group useless share purchase requirement store week ago update take month deliver product like seriously utterly disappointed service homelane professionalism explain poor rating mouthshut,Customer,0,-0.8971,Negative,Design & Project Experience
HomeLane,5,pawan jaykr,"Great work
Current design trends in Delhi focus on creating stylish and emotionally resonant spaces. Popular approaches include biophilic design, which integrates natural elements like light and plants, and midimalism, a warm, balanced style. Fusion style, which blends modern layouts with traditional Indian elements, is also prevalent.",337,great work current design trends in delhi focus on creating stylish and emotionally resonant spaces popular approaches include biophilic design which integrates natural elements like light and plants and midimalism a warm balanced style fusion style which blends modern layouts with traditional indian elements is also prevalent,great work current design trend delhi focus create stylish emotionally resonant space popular approach include biophilic design integrate natural element like light plant midimalism warm balanced style fusion style blend modern layout traditional indian element prevalent,Customer,0,0.9325,Positive,Design & Project Experience
HomeLane,5,Aditya Singh Chauhan,"Excellent designers are easy to talk to, offer useful suggestions, and involve clients throughout the process, making it enjoyable. Thankyou homelane",149,excellent designers are easy to talk to offer useful suggestions and involve clients throughout the process making it enjoyable thankyou homelane,excellent designer easy talk offer useful suggestion involve client process make enjoyable thankyou homelane,Customer,0,0.9081,Positive,Design & Project Experience
HomeLane,1,Gaurav Beniwal,"I availed their services and, unfortunately, experienced a complete lack of professionalism. There was no sense of ownership or accountability. They were quick to take advance payments by attracting customers with lucrative offers and big promises, but the real issues began once the project kicked off.

If you are someone who can constantly chase, follow up, and escalate just to get work done, then HomeLane might work for you. In my case, I had to repeatedly escalate matters to the leadership team to see any progress.

Their involvement seems limited to manufacturing and selling wood-based products, with most other services being outsourced. Throughout my project, four different designers were assigned, all of whom left the company within a span of six months, leading to repeated disruptions and inconsistency.

I strongly advise prospective customers to be cautious and think carefully before investing their hard-earned money in what can easily turn into a stressful and uncertain experience.",1005,i availed their services and unfortunately experienced a complete lack of professionalism there was no sense of ownership or accountability they were quick to take advance payments by attracting customers with lucrative offers and big promises but the real issues began once the project kicked off if you are someone who can constantly chase follow up and escalate just to get work done then homelane might work for you in my case i had to repeatedly escalate matters to the leadership team to see any progress their involvement seems limited to manufacturing and selling wood based products with most other services being outsourced throughout my project four different designers were assigned all of whom left the company within a span of six months leading to repeated disruptions and inconsistency i strongly advise prospective customers to be cautious and think carefully before investing their hard earned money in what can easily turn into a stressful and uncertain experience,avail service unfortunately experience complete lack professionalism sense ownership accountability quick advance payment attract customer lucrative offer big promise real issue begin project kick constantly chase follow escalate work homelane work case repeatedly escalate matter leadership team progress involvement limited manufacture sell wood base product service outsource project different designer assign leave company span month lead repeat disruption inconsistency strongly advise prospective customer cautious think carefully invest hard earn money easily turn stressful uncertain experience,Customer,0,-0.4678,Negative,Design & Project Experience
HomeLane,5,silence lover. k.,"I am on cloud nine after seeing the work done. When I met them for the first time, I was a little confused about the design and all. But the proactive project manager has handled everything quite nicely from day 1. She is so professional and committed.",252,i am on cloud nine after seeing the work done when i met them for the first time i was a little confused about the design and all but the proactive project manager has handled everything quite nicely from day she is so professional and committed,cloud see work meet time little confused design proactive project manager handle nicely day professional commit,Customer,0,0.8893,Positive,Design & Project Experience
HomeLane,5,Usman Khan,"Initially, I was a little perplexed, but now I can say that they know how to keep promises and commitments. They finished the project within the given timeline. The designs are also eye-pleasing.",195,initially i was a little perplexed but now i can say that they know how to keep promises and commitments they finished the project within the given timeline the designs are also eye pleasing,initially little perplexed know promise commitment finish project give timeline design eye pleasing,Customer,0,0.5642,Positive,Design & Project Experience
HomeLane,5,Sameep Mishra,"Had a great experience with HomeLane. The team was professional, responsive, and very transparent throughout the process. The design was exactly as per my expectations, and the execution quality was excellent. Highly recommend HomeLane for anyone looking for quality interiors.",277,had a great experience with homelane the team was professional responsive and very transparent throughout the process the design was exactly as per my expectations and the execution quality was excellent highly recommend homelane for anyone looking for quality interiors,great experience homelane team professional responsive transparent process design exactly expectation execution quality excellent highly recommend homelane look quality interior,Customer,0,0.92,Positive,Design & Project Experience
HomeLane,1,Inderjeet Dhingra,Staff is very unprofessional here. No one listen to you once you pay the booking amount. My project is stuck but no one is listening.,133,staff is very unprofessional here no one listen to you once you pay the booking amount my project is stuck but no one is listening,staff unprofessional listen pay booking project stuck listen,Customer,1,-0.76,Negative,Customer Service & Support
HomeLane,1,AMAZING INCREDIBLE,Not on time service,19,not on time service,time service,General,1,0.0,Neutral,Customer Service & Support
HomeLane,5,Shobhit Agarwal,Professional and polite staff. Work is completed to the customer's satisfaction.,80,professional and polite staff work is completed to the customer s satisfaction,professional polite staff work complete customer satisfaction,General,1,0.4404,Positive,Customer Service & Support
HomeLane,5,Humayunkobir Wahedi,Nice,4,nice,nice,General,4,0.4215,Positive,Lead Quality
HomeLane,5,Hanan Nabi,Nice,4,nice,nice,General,4,0.4215,Positive,Lead Quality
HomeLane,5,Alon Rajput,Sapna designed my living and dining spaces beautifully she listened to all my ideas patiently delivery was on schedule and team did a clean handover,148,sapna designed my living and dining spaces beautifully she listened to all my ideas patiently delivery was on schedule and team did a clean handover,sapna design living dining space beautifully listen idea patiently delivery schedule team clean handover,Customer,0,0.7506,Positive,Design & Project Experience
HomeLane,1,Pragya Trivedi,Highly unprofessional company and they do-not provide good quality work. Donot waste your money here.,101,highly unprofessional company and they do not provide good quality work donot waste your money here,highly unprofessional company provide good quality work donot waste money,General,1,-0.5413,Negative,Customer Service & Support
HomeLane,5,Bhim army press Deepak Chaudhary,Manshi our designer had amazing ideas for the kitchen island and storage i loved her suggestions final look exceeded my expectations smooth delivery no stress,158,manshi our designer had amazing ideas for the kitchen island and storage i loved her suggestions final look exceeded my expectations smooth delivery no stress,manshi designer amazing idea kitchen island storage love suggestion final look exceed expectation smooth delivery stress,Customer,0,0.8759,Positive,Design & Project Experience
HomeLane,1,Nikhil Gupta,"Entitled and inhuman genZ sales people. Would never recommend their service.
Very indecent behaviour, by Mukund",111,entitled and inhuman genz sales people would never recommend their service very indecent behaviour by mukund,entitle inhuman genz sale people recommend service indecent behaviour mukund,Partner,0,-0.0026,Neutral,Design & Project Experience
HomeLane,5,Hamza Khan,Astha guided us for modular kitchen setup everything delivered in time loved how the handover was clean and smooth the VR meet helped us visualise perfectly,156,astha guided us for modular kitchen setup everything delivered in time loved how the handover was clean and smooth the vr meet helped us visualise perfectly,astha guide modular kitchen setup deliver time love handover clean smooth meet help visualise perfectly,Customer,0,0.8957,Positive,Design & Project Experience
HomeLane,5,Om Bhardwaj,Hrishita designed my living and dining area its perfect for family gatherings she was very patient with my multiple changes delivery was smooth and clean cant be happier from Home Lane were neat. Handle fixed in minutes.,220,hrishita designed my living and dining area its perfect for family gatherings she was very patient with my multiple changes delivery was smooth and clean cant be happier from home lane were neat handle fixed in minutes,hrishita design living dining area perfect family gathering patient multiple change delivery smooth clean happy home lane neat handle fix minute,Customer,0,0.7666,Positive,Design & Project Experience
HomeLane,5,Mayank Sharma_747,Home lane team did such a good job my puja and living area came out exactly like i wanted the handover was clean and everything works as planned,144,home lane team did such a good job my puja and living area came out exactly like i wanted the handover was clean and everything works as planned,home lane team good job puja living area come exactly like want handover clean work plan,Customer,0,0.7964,Positive,Design & Project Experience
HomeLane,5,DRX SHAHID ABBAS,Praveen understood my style very well and suggested layouts that worked for my small space i liked how simple yet elegant the design looks and delivery was on time,163,praveen understood my style very well and suggested layouts that worked for my small space i liked how simple yet elegant the design looks and delivery was on time,praveen understand style suggest layout work small space like simple elegant design look delivery time,Customer,0,0.807,Positive,Design & Project Experience
HomeLane,5,Monu Saxena,Praveen understood my style very well and suggested layouts that worked for my small space i liked how simple yet elegant the design looks and delivery was on time,163,praveen understood my style very well and suggested layouts that worked for my small space i liked how simple yet elegant the design looks and delivery was on time,praveen understand style suggest layout work small space like simple elegant design look delivery time,Customer,0,0.807,Positive,Design & Project Experience
HomeLane,5,Shivam Goswami,Muklit made the whole process feel so personal he checked in at every stage and our bedroom and wardrobe designs came out just perfect cant thank him enough,156,muklit made the whole process feel so personal he checked in at every stage and our bedroom and wardrobe designs came out just perfect cant thank him enough,muklit process feel personal check stage bedroom wardrobe design come perfect thank,Customer,0,0.3798,Positive,Design & Project Experience
HomeLane,5,Alok Bharduwaj,Home lane provided thorough service friendly designers transparent pricing and quick responses 45 day delivery and good warranty makes this a dependable choice for home interiors,178,home lane provided thorough service friendly designers transparent pricing and quick responses day delivery and good warranty makes this a dependable choice for home interiors,home lane provide thorough service friendly designer transparent pricing quick response day delivery good warranty make dependable choice home interior,Customer,0,0.7269,Positive,Design & Project Experience
HomeLane,5,Harsh Varshney,HomeLane made our full home interiors so easy Praveen guided us well and the 3d meet helped me imagine everything loved the handover very smooth,144,homelane made our full home interiors so easy praveen guided us well and the d meet helped me imagine everything loved the handover very smooth,homelane home interior easy praveen guide meet help imagine love handover smooth,Customer,0,0.8671,Positive,Design & Project Experience
HomeLane,5,Harsh Goswami,Kushagra and Hrishita assisted us for kitchen and bedroom design we had 45 day timeline met perfectly and handover was smooth we had first dinner in our new kitchen,164,kushagra and hrishita assisted us for kitchen and bedroom design we had day timeline met perfectly and handover was smooth we had first dinner in our new kitchen,kushagra hrishita assist kitchen bedroom design day timeline meet perfectly handover smooth dinner new kitchen,Customer,0,0.6369,Positive,Design & Project Experience
HomeLane,5,Rijul Agrawal,Sagar Taneja from Homelane helped us with our wardrobes and living room setup very happy with the delivery on time everything came as discussed,143,sagar taneja from homelane helped us with our wardrobes and living room setup very happy with the delivery on time everything came as discussed,sagar taneja homelane help wardrobe living room setup happy delivery time come discuss,Customer,0,0.6115,Positive,Design & Project Experience
HomeLane,5,Rishabh Varshney,We had Astha as our designer she was patient and suggested layouts for kitchen and puja area i really liked how transparent everything was final handover was clean,163,we had astha as our designer she was patient and suggested layouts for kitchen and puja area i really liked how transparent everything was final handover was clean,astha designer patient suggest layout kitchen puja area like transparent final handover clean,Customer,0,0.6997,Positive,Design & Project Experience
HomeLane,5,Shubha Nagar,"I am very Impressed with the work done by the Project Manager Mr. Ibadat Hasan. Although there were massive issues in the design phase (caused by inexperienced designer Shivani), the installation stage went smoothly courtesy Ibadatâs proactive involvement and commitment.",273,i am very impressed with the work done by the project manager mr ibadat hasan although there were massive issues in the design phase caused by inexperienced designer shivani the installation stage went smoothly courtesy ibadat s proactive involvement and commitment,impressed work project manager ibadat hasan massive issue design phase cause inexperienced designer shivani installation stage go smoothly courtesy ibadat proactive involvement commitment,Customer,0,0.8832,Positive,Design & Project Experience
HomeLane,5,Divya Singh,Vasundhara at the Gurugram studio helped us shortlist theme options in just one meeting. I liked that every cost detail was shared upfront no surprise at the end. Totally worth it,179,vasundhara at the gurugram studio helped us shortlist theme options in just one meeting i liked that every cost detail was shared upfront no surprise at the end totally worth it,vasundhara gurugram studio help shortlist theme option meeting like cost detail share upfront surprise end totally worth,General,0,0.6787,Positive,Design & Project Experience
HomeLane,5,__raftaar__03__,Praveen suggested shifting our crockery unit to free up dining space and it was the best call. Homelane team managed everything end to end we didnât have to chase anyon,170,praveen suggested shifting our crockery unit to free up dining space and it was the best call homelane team managed everything end to end we didn t have to chase anyon,praveen suggest shift crockery unit free dining space good homelane team manage end end didn chase anyon,Customer,0,0.8176,Positive,Design & Project Experience
HomeLane,5,Shailendar Mishra,Good experience overall with Home Lane Gurugram. Hrishita was very helpful with design ideas and site visits. There was a 2 day delay on final polish but result is really nice so no complaints,192,good experience overall with home lane gurugram hrishita was very helpful with design ideas and site visits there was a day delay on final polish but result is really nice so no complaints,good experience overall home lane gurugram hrishita helpful design idea site visit day delay final polish result nice complaint,Customer,0,0.8964,Positive,Design & Project Experience
HomeLane,5,Aftab Ansari,Wardrobes from Homelane fit perfectly. Work paused for a weekend.,65,wardrobes from homelane fit perfectly work paused for a weekend,wardrobe homelane fit perfectly work pause weekend,Customer,0,0.7717,Positive,Design & Project Experience
